"experiment_id","scenario","run_seed","depth_zone","larvae","total_larvae","proportion"
"E2","V2B",21101,"80-120 cm",1,125,0.008
"E2","V2B",21101,"120-160 cm",5,125,0.04
"E2","V2B",21101,"160-200 cm",3,125,0.024
"E2","V2B",21101,">200 cm",17,125,0.136
"E2","V2B",21102,"<40 cm",89,125,0.712
"E2","V2B",21102,"40-80 cm",4,125,0.032
"E2","V2B",21102,"80-120 cm",1,125,0.008
"E2","V2B",21102,"120-160 cm",3,125,0.024
"E2","V2B",21102,"160-200 cm",2,125,0.016
"E2","V2B",21102,">200 cm",26,125,0.208
"E2","V2B",21103,"<40 cm",90,125,0.72
"E2","V2B",21103,"40-80 cm",6,125,0.048
"E2","V2B",21103,"80-120 cm",2,125,0.016
"E2","V2B",21103,"120-160 cm",6,125,0.048
"E2","V2B",21103,"160-200 cm",4,125,0.032
"E2","V2B",21103,">200 cm",17,125,0.136
"E2","V2B",21104,"<40 cm",0,0,NA
"E2","V2B",21104,"40-80 cm",0,0,NA
"E2","V2B",21104,"80-120 cm",0,0,NA
"E2","V2B",21104,"120-160 cm",0,0,NA
"E2","V2B",21104,"160-200 cm",0,0,NA
"E2","V2B",21104,">200 cm",0,0,NA
"E2","V2B",21105,"<40 cm",0,0,NA
"E2","V2B",21105,"40-80 cm",0,0,NA
"E2","V2B",21105,"80-120 cm",0,0,NA
"E2","V2B",21105,"120-160 cm",0,0,NA
"E2","V2B",21105,"160-200 cm",0,0,NA
"E2","V2B",21105,">200 cm",0,0,NA
"E2","V2B",21106,"<40 cm",0,0,NA
"E2","V2B",21106,"40-80 cm",0,0,NA
"E2","V2B",21106,"80-120 cm",0,0,NA
"E2","V2B",21106,"120-160 cm",0,0,NA
"E2","V2B",21106,"160-200 cm",0,0,NA
"E2","V2B",21106,">200 cm",0,0,NA
"E2","V2B",21107,"<40 cm",0,0,NA
"E2","V2B",21107,"40-80 cm",0,0,NA
"E2","V2B",21107,"80-120 cm",0,0,NA
"E2","V2B",21107,"120-160 cm",0,0,NA
"E2","V2B",21107,"160-200 cm",0,0,NA
"E2","V2B",21107,">200 cm",0,0,NA
"E2","V2B",21108,"<40 cm",0,0,NA
"E2","V2B",21108,"40-80 cm",0,0,NA
"E2","V2B",21108,"80-120 cm",0,0,NA
"E2","V2B",21108,"120-160 cm",0,0,NA
"E2","V2B",21108,"160-200 cm",0,0,NA
"E2","V2B",21108,">200 cm",0,0,NA
"E2","V2B",21109,"<40 cm",0,0,NA
"E2","V2B",21109,"40-80 cm",0,0,NA
"E2","V2B",21109,"80-120 cm",0,0,NA
"E2","V2B",21109,"120-160 cm",0,0,NA
"E2","V2B",21109,"160-200 cm",0,0,NA
"E2","V2B",21109,">200 cm",0,0,NA
"E2","V2B",21110,"<40 cm",0,0,NA
"E2","V2B",21110,"40-80 cm",0,0,NA
"E2","V2B",21110,"80-120 cm",0,0,NA
"E2","V2B",21110,"120-160 cm",0,0,NA
"E2","V2B",21110,"160-200 cm",0,0,NA
"E2","V2B",21110,">200 cm",0,0,NA
"E2","V2B",22101,"<40 cm",94,125,0.752
"E2","V2B",22101,"40-80 cm",7,125,0.056
"E2","V2B",22101,"80-120 cm",2,125,0.016
"E2","V2B",22101,"120-160 cm",4,125,0.032
"E2","V2B",22101,"160-200 cm",3,125,0.024
"E2","V2B",22101,">200 cm",15,125,0.12
"E2","V2B",22102,"<40 cm",88,125,0.704
"E2","V2B",22102,"40-80 cm",2,125,0.016
"E2","V2B",22102,"80-120 cm",2,125,0.016
"E2","V2B",22102,"120-160 cm",2,125,0.016
"E2","V2B",22102,"160-200 cm",4,125,0.032
"E2","V2B",22102,">200 cm",27,125,0.216
"E2","V2B",22103,"<40 cm",88,125,0.704
"E2","V2B",22103,"40-80 cm",7,125,0.056
"E2","V2B",22103,"80-120 cm",4,125,0.032
"E2","V2B",22103,"120-160 cm",6,125,0.048
"E2","V2B",22103,"160-200 cm",4,125,0.032
"E2","V2B",22103,">200 cm",16,125,0.128
"E2","V2B",22104,"<40 cm",0,0,NA
"E2","V2B",22104,"40-80 cm",0,0,NA
"E2","V2B",22104,"80-120 cm",0,0,NA
"E2","V2B",22104,"120-160 cm",0,0,NA
"E2","V2B",22104,"160-200 cm",0,0,NA
"E2","V2B",22104,">200 cm",0,0,NA
"E2","V2B",22105,"<40 cm",0,0,NA
"E2","V2B",22105,"40-80 cm",0,0,NA
"E2","V2B",22105,"80-120 cm",0,0,NA
"E2","V2B",22105,"120-160 cm",0,0,NA
"E2","V2B",22105,"160-200 cm",0,0,NA
"E2","V2B",22105,">200 cm",0,0,NA
"E2","V2B",22106,"<40 cm",0,0,NA
"E2","V2B",22106,"40-80 cm",0,0,NA
"E2","V2B",22106,"80-120 cm",0,0,NA
"E2","V2B",22106,"120-160 cm",0,0,NA
"E2","V2B",22106,"160-200 cm",0,0,NA
"E2","V2B",22106,">200 cm",0,0,NA
"E2","V2B",22107,"<40 cm",0,0,NA
"E2","V2B",22107,"40-80 cm",0,0,NA
"E2","V2B",22107,"80-120 cm",0,0,NA
"E2","V2B",22107,"120-160 cm",0,0,NA
"E2","V2B",22107,"160-200 cm",0,0,NA
"E2","V2B",22107,">200 cm",0,0,NA
"E2","V2B",22108,"<40 cm",0,0,NA
"E2","V2B",22108,"40-80 cm",0,0,NA
"E2","V2B",22108,"80-120 cm",0,0,NA
"E2","V2B",22108,"120-160 cm",0,0,NA
"E2","V2B",22108,"160-200 cm",0,0,NA
"E2","V2B",22108,">200 cm",0,0,NA
"E2","V2B",22109,"<40 cm",0,0,NA
"E2","V2B",22109,"40-80 cm",0,0,NA
"E2","V2B",22109,"80-120 cm",0,0,NA
"E2","V2B",22109,"120-160 cm",0,0,NA
"E2","V2B",22109,"160-200 cm",0,0,NA
"E2","V2B",22109,">200 cm",0,0,NA
"E2","V2B",22110,"<40 cm",0,0,NA
"E2","V2B",22110,"40-80 cm",0,0,NA
"E2","V2B",22110,"80-120 cm",0,0,NA
"E2","V2B",22110,"120-160 cm",0,0,NA
"E2","V2B",22110,"160-200 cm",0,0,NA
"E2","V2B",22110,">200 cm",0,0,NA
"E2","V2B",23101,"<40 cm",95,125,0.76
"E2","V2B",23101,"40-80 cm",3,125,0.024
"E2","V2B",23101,"80-120 cm",1,125,0.008
"E2","V2B",23101,"120-160 cm",5,125,0.04
"E2","V2B",23101,"160-200 cm",4,125,0.032
"E2","V2B",23101,">200 cm",17,125,0.136
"E2","V2B",23102,"<40 cm",92,125,0.736
"E2","V2B",23102,"40-80 cm",0,125,0
"E2","V2B",23102,"80-120 cm",1,125,0.008
"E2","V2B",23102,"120-160 cm",4,125,0.032
"E2","V2B",23102,"160-200 cm",2,125,0.016
"E2","V2B",23102,">200 cm",26,125,0.208
"E2","V2B",23103,"<40 cm",91,125,0.728
"E2","V2B",23103,"40-80 cm",5,125,0.04
"E2","V2B",23103,"80-120 cm",2,125,0.016
"E2","V2B",23103,"120-160 cm",5,125,0.04
"E2","V2B",23103,"160-200 cm",4,125,0.032
"E2","V2B",23103,">200 cm",18,125,0.144
"E2","V2B",23104,"<40 cm",0,0,NA
"E2","V2B",23104,"40-80 cm",0,0,NA
"E2","V2B",23104,"80-120 cm",0,0,NA
"E2","V2B",23104,"120-160 cm",0,0,NA
"E2","V2B",23104,"160-200 cm",0,0,NA
"E2","V2B",23104,">200 cm",0,0,NA
"E2","V2B",23105,"<40 cm",0,0,NA
"E2","V2B",23105,"40-80 cm",0,0,NA
"E2","V2B",23105,"80-120 cm",0,0,NA
"E2","V2B",23105,"120-160 cm",0,0,NA
"E2","V2B",23105,"160-200 cm",0,0,NA
"E2","V2B",23105,">200 cm",0,0,NA
"E2","V2B",23106,"<40 cm",0,0,NA
"E2","V2B",23106,"40-80 cm",0,0,NA
"E2","V2B",23106,"80-120 cm",0,0,NA
"E2","V2B",23106,"120-160 cm",0,0,NA
"E2","V2B",23106,"160-200 cm",0,0,NA
"E2","V2B",23106,">200 cm",0,0,NA
"E2","V2B",23107,"<40 cm",0,0,NA
"E2","V2B",23107,"40-80 cm",0,0,NA
"E2","V2B",23107,"80-120 cm",0,0,NA
"E2","V2B",23107,"120-160 cm",0,0,NA
"E2","V2B",23107,"160-200 cm",0,0,NA
"E2","V2B",23107,">200 cm",0,0,NA
"E2","V2B",23108,"<40 cm",0,0,NA
"E2","V2B",23108,"40-80 cm",0,0,NA
"E2","V2B",23108,"80-120 cm",0,0,NA
"E2","V2B",23108,"120-160 cm",0,0,NA
"E2","V2B",23108,"160-200 cm",0,0,NA
"E2","V2B",23108,">200 cm",0,0,NA
"E2","V2B",23109,"<40 cm",0,0,NA
"E2","V2B",23109,"40-80 cm",0,0,NA
"E2","V2B",23109,"80-120 cm",0,0,NA
"E2","V2B",23109,"120-160 cm",0,0,NA
"E2","V2B",23109,"160-200 cm",0,0,NA
"E2","V2B",23109,">200 cm",0,0,NA
"E2","V2B",23110,"<40 cm",0,0,NA
"E2","V2B",23110,"40-80 cm",0,0,NA
"E2","V2B",23110,"80-120 cm",0,0,NA
"E2","V2B",23110,"120-160 cm",0,0,NA
"E2","V2B",23110,"160-200 cm",0,0,NA
"E2","V2B",23110,">200 cm",0,0,NA
"E2","V2B",24101,"<40 cm",91,125,0.728
"E2","V2B",24101,"40-80 cm",9,125,0.072
"E2","V2B",24101,"80-120 cm",1,125,0.008
"E2","V2B",24101,"120-160 cm",4,125,0.032
"E2","V2B",24101,"160-200 cm",5,125,0.04
"E2","V2B",24101,">200 cm",15,125,0.12
"E2","V2B",24102,"<40 cm",88,125,0.704
"E2","V2B",24102,"40-80 cm",5,125,0.04
"E2","V2B",24102,"80-120 cm",2,125,0.016
"E2","V2B",24102,"120-160 cm",3,125,0.024
"E2","V2B",24102,"160-200 cm",3,125,0.024
"E2","V2B",24102,">200 cm",24,125,0.192
"E2","V2B",24103,"<40 cm",88,125,0.704
"E2","V2B",24103,"40-80 cm",9,125,0.072
"E2","V2B",24103,"80-120 cm",2,125,0.016
"E2","V2B",24103,"120-160 cm",6,125,0.048
"E2","V2B",24103,"160-200 cm",5,125,0.04
"E2","V2B",24103,">200 cm",15,125,0.12
"E2","V2B",24104,"<40 cm",0,0,NA
"E2","V2B",24104,"40-80 cm",0,0,NA
"E2","V2B",24104,"80-120 cm",0,0,NA
"E2","V2B",24104,"120-160 cm",0,0,NA
"E2","V2B",24104,"160-200 cm",0,0,NA
"E2","V2B",24104,">200 cm",0,0,NA
"E2","V2B",24105,"<40 cm",0,0,NA
"E2","V2B",24105,"40-80 cm",0,0,NA
"E2","V2B",24105,"80-120 cm",0,0,NA
"E2","V2B",24105,"120-160 cm",0,0,NA
"E2","V2B",24105,"160-200 cm",0,0,NA
"E2","V2B",24105,">200 cm",0,0,NA
"E2","V2B",24106,"<40 cm",0,0,NA
"E2","V2B",24106,"40-80 cm",0,0,NA
"E2","V2B",24106,"80-120 cm",0,0,NA
"E2","V2B",24106,"120-160 cm",0,0,NA
"E2","V2B",24106,"160-200 cm",0,0,NA
"E2","V2B",24106,">200 cm",0,0,NA
"E2","V2B",24107,"<40 cm",0,0,NA
"E2","V2B",24107,"40-80 cm",0,0,NA
"E2","V2B",24107,"80-120 cm",0,0,NA
"E2","V2B",24107,"120-160 cm",0,0,NA
"E2","V2B",24107,"160-200 cm",0,0,NA
"E2","V2B",24107,">200 cm",0,0,NA
"E2","V2B",24108,"<40 cm",0,0,NA
"E2","V2B",24108,"40-80 cm",0,0,NA
"E2","V2B",24108,"80-120 cm",0,0,NA
"E2","V2B",24108,"120-160 cm",0,0,NA
"E2","V2B",24108,"160-200 cm",0,0,NA
"E2","V2B",24108,">200 cm",0,0,NA
"E2","V2B",24109,"<40 cm",0,0,NA
"E2","V2B",24109,"40-80 cm",0,0,NA
"E2","V2B",24109,"80-120 cm",0,0,NA
"E2","V2B",24109,"120-160 cm",0,0,NA
"E2","V2B",24109,"160-200 cm",0,0,NA
"E2","V2B",24109,">200 cm",0,0,NA
"E2","V2B",24110,"<40 cm",0,0,NA
"E2","V2B",24110,"40-80 cm",0,0,NA
"E2","V2B",24110,"80-120 cm",0,0,NA
"E2","V2B",24110,"120-160 cm",0,0,NA
"E2","V2B",24110,"160-200 cm",0,0,NA
"E2","V2B",24110,">200 cm",0,0,NA
"E2","V2B",25101,"<40 cm",95,125,0.76
"E2","V2B",25101,"40-80 cm",4,125,0.032
"E2","V2B",25101,"80-120 cm",1,125,0.008
"E2","V2B",25101,"120-160 cm",5,125,0.04
"E2","V2B",25101,"160-200 cm",3,125,0.024
"E2","V2B",25101,">200 cm",17,125,0.136
"E2","V2B",25102,"<40 cm",92,125,0.736
"E2","V2B",25102,"40-80 cm",1,125,0.008
"E2","V2B",25102,"80-120 cm",1,125,0.008
"E2","V2B",25102,"120-160 cm",3,125,0.024
"E2","V2B",25102,"160-200 cm",2,125,0.016
"E2","V2B",25102,">200 cm",26,125,0.208
"E2","V2B",25103,"<40 cm",92,125,0.736
"E2","V2B",25103,"40-80 cm",3,125,0.024
"E2","V2B",25103,"80-120 cm",2,125,0.016
"E2","V2B",25103,"120-160 cm",8,125,0.064
"E2","V2B",25103,"160-200 cm",3,125,0.024
"E2","V2B",25103,">200 cm",17,125,0.136
"E2","V2B",25104,"<40 cm",0,0,NA
"E2","V2B",25104,"40-80 cm",0,0,NA
"E2","V2B",25104,"80-120 cm",0,0,NA
"E2","V2B",25104,"120-160 cm",0,0,NA
"E2","V2B",25104,"160-200 cm",0,0,NA
"E2","V2B",25104,">200 cm",0,0,NA
"E2","V2B",25105,"<40 cm",0,0,NA
"E2","V2B",25105,"40-80 cm",0,0,NA
"E2","V2B",25105,"80-120 cm",0,0,NA
"E2","V2B",25105,"120-160 cm",0,0,NA
"E2","V2B",25105,"160-200 cm",0,0,NA
"E2","V2B",25105,">200 cm",0,0,NA
"E2","V2B",25106,"<40 cm",0,0,NA
"E2","V2B",25106,"40-80 cm",0,0,NA
"E2","V2B",25106,"80-120 cm",0,0,NA
"E2","V2B",25106,"120-160 cm",0,0,NA
"E2","V2B",25106,"160-200 cm",0,0,NA
"E2","V2B",25106,">200 cm",0,0,NA
"E2","V2B",25107,"<40 cm",0,0,NA
"E2","V2B",25107,"40-80 cm",0,0,NA
"E2","V2B",25107,"80-120 cm",0,0,NA
"E2","V2B",25107,"120-160 cm",0,0,NA
"E2","V2B",25107,"160-200 cm",0,0,NA
"E2","V2B",25107,">200 cm",0,0,NA
"E2","V2B",25108,"<40 cm",0,0,NA
"E2","V2B",25108,"40-80 cm",0,0,NA
"E2","V2B",25108,"80-120 cm",0,0,NA
"E2","V2B",25108,"120-160 cm",0,0,NA
"E2","V2B",25108,"160-200 cm",0,0,NA
"E2","V2B",25108,">200 cm",0,0,NA
"E2","V2B",25109,"<40 cm",0,0,NA
"E2","V2B",25109,"40-80 cm",0,0,NA
"E2","V2B",25109,"80-120 cm",0,0,NA
"E2","V2B",25109,"120-160 cm",0,0,NA
"E2","V2B",25109,"160-200 cm",0,0,NA
"E2","V2B",25109,">200 cm",0,0,NA
"E2","V2B",25110,"<40 cm",0,0,NA
"E2","V2B",25110,"40-80 cm",0,0,NA
"E2","V2B",25110,"80-120 cm",0,0,NA
"E2","V2B",25110,"120-160 cm",0,0,NA
"E2","V2B",25110,"160-200 cm",0,0,NA
"E2","V2B",25110,">200 cm",0,0,NA
"E2","V2B",26101,"<40 cm",90,125,0.72
"E2","V2B",26101,"40-80 cm",7,125,0.056
"E2","V2B",26101,"80-120 cm",2,125,0.016
"E2","V2B",26101,"120-160 cm",5,125,0.04
"E2","V2B",26101,"160-200 cm",1,125,0.008
"E2","V2B",26101,">200 cm",20,125,0.16
"E2","V2B",26102,"<40 cm",91,125,0.728
"E2","V2B",26102,"40-80 cm",1,125,0.008
"E2","V2B",26102,"80-120 cm",0,125,0
"E2","V2B",26102,"120-160 cm",2,125,0.016
"E2","V2B",26102,"160-200 cm",4,125,0.032
"E2","V2B",26102,">200 cm",27,125,0.216
"E2","V2B",26103,"<40 cm",83,125,0.664
"E2","V2B",26103,"40-80 cm",11,125,0.088
"E2","V2B",26103,"80-120 cm",2,125,0.016
"E2","V2B",26103,"120-160 cm",9,125,0.072
"E2","V2B",26103,"160-200 cm",2,125,0.016
"E2","V2B",26103,">200 cm",18,125,0.144
"E2","V2B",26104,"<40 cm",0,0,NA
"E2","V2B",26104,"40-80 cm",0,0,NA
"E2","V2B",26104,"80-120 cm",0,0,NA
"E2","V2B",26104,"120-160 cm",0,0,NA
"E2","V2B",26104,"160-200 cm",0,0,NA
"E2","V2B",26104,">200 cm",0,0,NA
"E2","V2B",26105,"<40 cm",0,0,NA
"E2","V2B",26105,"40-80 cm",0,0,NA
"E2","V2B",26105,"80-120 cm",0,0,NA
"E2","V2B",26105,"120-160 cm",0,0,NA
"E2","V2B",26105,"160-200 cm",0,0,NA
"E2","V2B",26105,">200 cm",0,0,NA
"E2","V2B",26106,"<40 cm",0,0,NA
"E2","V2B",26106,"40-80 cm",0,0,NA
"E2","V2B",26106,"80-120 cm",0,0,NA
"E2","V2B",26106,"120-160 cm",0,0,NA
"E2","V2B",26106,"160-200 cm",0,0,NA
"E2","V2B",26106,">200 cm",0,0,NA
"E2","V2B",26107,"<40 cm",0,0,NA
"E2","V2B",26107,"40-80 cm",0,0,NA
"E2","V2B",26107,"80-120 cm",0,0,NA
"E2","V2B",26107,"120-160 cm",0,0,NA
"E2","V2B",26107,"160-200 cm",0,0,NA
"E2","V2B",26107,">200 cm",0,0,NA
"E2","V2B",26108,"<40 cm",0,0,NA
"E2","V2B",26108,"40-80 cm",0,0,NA
"E2","V2B",26108,"80-120 cm",0,0,NA
"E2","V2B",26108,"120-160 cm",0,0,NA
"E2","V2B",26108,"160-200 cm",0,0,NA
"E2","V2B",26108,">200 cm",0,0,NA
"E2","V2B",26109,"<40 cm",0,0,NA
"E2","V2B",26109,"40-80 cm",0,0,NA
"E2","V2B",26109,"80-120 cm",0,0,NA
"E2","V2B",26109,"120-160 cm",0,0,NA
"E2","V2B",26109,"160-200 cm",0,0,NA
"E2","V2B",26109,">200 cm",0,0,NA
"E2","V2B",26110,"<40 cm",0,0,NA
"E2","V2B",26110,"40-80 cm",0,0,NA
"E2","V2B",26110,"80-120 cm",0,0,NA
"E2","V2B",26110,"120-160 cm",0,0,NA
"E2","V2B",26110,"160-200 cm",0,0,NA
"E2","V2B",26110,">200 cm",0,0,NA
"E2","V2B",27101,"<40 cm",91,125,0.728
"E2","V2B",27101,"40-80 cm",4,125,0.032
"E2","V2B",27101,"80-120 cm",4,125,0.032
"E2","V2B",27101,"120-160 cm",5,125,0.04
"E2","V2B",27101,"160-200 cm",2,125,0.016
"E2","V2B",27101,">200 cm",19,125,0.152
"E2","V2B",27102,"<40 cm",91,125,0.728
"E2","V2B",27102,"40-80 cm",0,125,0
"E2","V2B",27102,"80-120 cm",3,125,0.024
"E2","V2B",27102,"120-160 cm",1,125,0.008
"E2","V2B",27102,"160-200 cm",3,125,0.024
"E2","V2B",27102,">200 cm",27,125,0.216
"E2","V2B",27103,"<40 cm",89,125,0.712
"E2","V2B",27103,"40-80 cm",4,125,0.032
"E2","V2B",27103,"80-120 cm",3,125,0.024
"E2","V2B",27103,"120-160 cm",5,125,0.04
"E2","V2B",27103,"160-200 cm",5,125,0.04
"E2","V2B",27103,">200 cm",19,125,0.152
"E2","V2B",27104,"<40 cm",0,0,NA
"E2","V2B",27104,"40-80 cm",0,0,NA
"E2","V2B",27104,"80-120 cm",0,0,NA
"E2","V2B",27104,"120-160 cm",0,0,NA
"E2","V2B",27104,"160-200 cm",0,0,NA
"E2","V2B",27104,">200 cm",0,0,NA
"E2","V2B",27105,"<40 cm",0,0,NA
"E2","V2B",27105,"40-80 cm",0,0,NA
"E2","V2B",27105,"80-120 cm",0,0,NA
"E2","V2B",27105,"120-160 cm",0,0,NA
"E2","V2B",27105,"160-200 cm",0,0,NA
"E2","V2B",27105,">200 cm",0,0,NA
"E2","V2B",27106,"<40 cm",0,0,NA
"E2","V2B",27106,"40-80 cm",0,0,NA
"E2","V2B",27106,"80-120 cm",0,0,NA
"E2","V2B",27106,"120-160 cm",0,0,NA
"E2","V2B",27106,"160-200 cm",0,0,NA
"E2","V2B",27106,">200 cm",0,0,NA
"E2","V2B",27107,"<40 cm",0,0,NA
"E2","V2B",27107,"40-80 cm",0,0,NA
"E2","V2B",27107,"80-120 cm",0,0,NA
"E2","V2B",27107,"120-160 cm",0,0,NA
"E2","V2B",27107,"160-200 cm",0,0,NA
"E2","V2B",27107,">200 cm",0,0,NA
"E2","V2B",27108,"<40 cm",0,0,NA
"E2","V2B",27108,"40-80 cm",0,0,NA
"E2","V2B",27108,"80-120 cm",0,0,NA
"E2","V2B",27108,"120-160 cm",0,0,NA
"E2","V2B",27108,"160-200 cm",0,0,NA
"E2","V2B",27108,">200 cm",0,0,NA
"E2","V2B",27109,"<40 cm",0,0,NA
"E2","V2B",27109,"40-80 cm",0,0,NA
"E2","V2B",27109,"80-120 cm",0,0,NA
"E2","V2B",27109,"120-160 cm",0,0,NA
"E2","V2B",27109,"160-200 cm",0,0,NA
"E2","V2B",27109,">200 cm",0,0,NA
"E2","V2B",27110,"<40 cm",0,0,NA
"E2","V2B",27110,"40-80 cm",0,0,NA
"E2","V2B",27110,"80-120 cm",0,0,NA
"E2","V2B",27110,"120-160 cm",0,0,NA
"E2","V2B",27110,"160-200 cm",0,0,NA
"E2","V2B",27110,">200 cm",0,0,NA
"E2","V2B",28101,"<40 cm",96,125,0.768
"E2","V2B",28101,"40-80 cm",5,125,0.04
"E2","V2B",28101,"80-120 cm",1,125,0.008
"E2","V2B",28101,"120-160 cm",3,125,0.024
"E2","V2B",28101,"160-200 cm",1,125,0.008
"E2","V2B",28101,">200 cm",19,125,0.152
"E2","V2B",28102,"<40 cm",90,125,0.72
"E2","V2B",28102,"40-80 cm",2,125,0.016
"E2","V2B",28102,"80-120 cm",1,125,0.008
"E2","V2B",28102,"120-160 cm",2,125,0.016
"E2","V2B",28102,"160-200 cm",3,125,0.024
"E2","V2B",28102,">200 cm",27,125,0.216
"E2","V2B",28103,"<40 cm",90,125,0.72
"E2","V2B",28103,"40-80 cm",5,125,0.04
"E2","V2B",28103,"80-120 cm",3,125,0.024
"E2","V2B",28103,"120-160 cm",6,125,0.048
"E2","V2B",28103,"160-200 cm",4,125,0.032
"E2","V2B",28103,">200 cm",17,125,0.136
"E2","V2B",28104,"<40 cm",0,0,NA
"E2","V2B",28104,"40-80 cm",0,0,NA
"E2","V2B",28104,"80-120 cm",0,0,NA
"E2","V2B",28104,"120-160 cm",0,0,NA
"E2","V2B",28104,"160-200 cm",0,0,NA
"E2","V2B",28104,">200 cm",0,0,NA
"E2","V2B",28105,"<40 cm",0,0,NA
"E2","V2B",28105,"40-80 cm",0,0,NA
"E2","V2B",28105,"80-120 cm",0,0,NA
"E2","V2B",28105,"120-160 cm",0,0,NA
"E2","V2B",28105,"160-200 cm",0,0,NA
"E2","V2B",28105,">200 cm",0,0,NA
"E2","V2B",28106,"<40 cm",0,0,NA
"E2","V2B",28106,"40-80 cm",0,0,NA
"E2","V2B",28106,"80-120 cm",0,0,NA
"E2","V2B",28106,"120-160 cm",0,0,NA
"E2","V2B",28106,"160-200 cm",0,0,NA
"E2","V2B",28106,">200 cm",0,0,NA
"E2","V2B",28107,"<40 cm",0,0,NA
"E2","V2B",28107,"40-80 cm",0,0,NA
"E2","V2B",28107,"80-120 cm",0,0,NA
"E2","V2B",28107,"120-160 cm",0,0,NA
"E2","V2B",28107,"160-200 cm",0,0,NA
"E2","V2B",28107,">200 cm",0,0,NA
"E2","V2B",28108,"<40 cm",0,0,NA
"E2","V2B",28108,"40-80 cm",0,0,NA
"E2","V2B",28108,"80-120 cm",0,0,NA
"E2","V2B",28108,"120-160 cm",0,0,NA
"E2","V2B",28108,"160-200 cm",0,0,NA
"E2","V2B",28108,">200 cm",0,0,NA
"E2","V2B",28109,"<40 cm",0,0,NA
"E2","V2B",28109,"40-80 cm",0,0,NA
"E2","V2B",28109,"80-120 cm",0,0,NA
"E2","V2B",28109,"120-160 cm",0,0,NA
"E2","V2B",28109,"160-200 cm",0,0,NA
"E2","V2B",28109,">200 cm",0,0,NA
"E2","V2B",28110,"<40 cm",0,0,NA
"E2","V2B",28110,"40-80 cm",0,0,NA
"E2","V2B",28110,"80-120 cm",0,0,NA
"E2","V2B",28110,"120-160 cm",0,0,NA
"E2","V2B",28110,"160-200 cm",0,0,NA
"E2","V2B",28110,">200 cm",0,0,NA
"E2","V2B",29101,"<40 cm",92,125,0.736
"E2","V2B",29101,"40-80 cm",3,125,0.024
"E2","V2B",29101,"80-120 cm",1,125,0.008
"E2","V2B",29101,"120-160 cm",5,125,0.04
"E2","V2B",29101,"160-200 cm",2,125,0.016
"E2","V2B",29101,">200 cm",22,125,0.176
"E2","V2B",29102,"<40 cm",89,125,0.712
"E2","V2B",29102,"40-80 cm",0,125,0
"E2","V2B",29102,"80-120 cm",1,125,0.008
"E2","V2B",29102,"120-160 cm",2,125,0.016
"E2","V2B",29102,"160-200 cm",2,125,0.016
"E2","V2B",29102,">200 cm",31,125,0.248
"E2","V2B",29103,"<40 cm",90,125,0.72
"E2","V2B",29103,"40-80 cm",2,125,0.016
"E2","V2B",29103,"80-120 cm",2,125,0.016
"E2","V2B",29103,"120-160 cm",6,125,0.048
"E2","V2B",29103,"160-200 cm",4,125,0.032
"E2","V2B",29103,">200 cm",21,125,0.168
"E2","V2B",29104,"<40 cm",0,0,NA
"E2","V2B",29104,"40-80 cm",0,0,NA
"E2","V2B",29104,"80-120 cm",0,0,NA
"E2","V2B",29104,"120-160 cm",0,0,NA
"E2","V2B",29104,"160-200 cm",0,0,NA
"E2","V2B",29104,">200 cm",0,0,NA
"E2","V2B",29105,"<40 cm",0,0,NA
"E2","V2B",29105,"40-80 cm",0,0,NA
"E2","V2B",29105,"80-120 cm",0,0,NA
"E2","V2B",29105,"120-160 cm",0,0,NA
"E2","V2B",29105,"160-200 cm",0,0,NA
"E2","V2B",29105,">200 cm",0,0,NA
"E2","V2B",29106,"<40 cm",0,0,NA
"E2","V2B",29106,"40-80 cm",0,0,NA
"E2","V2B",29106,"80-120 cm",0,0,NA
"E2","V2B",29106,"120-160 cm",0,0,NA
"E2","V2B",29106,"160-200 cm",0,0,NA
"E2","V2B",29106,">200 cm",0,0,NA
"E2","V2B",29107,"<40 cm",0,0,NA
"E2","V2B",29107,"40-80 cm",0,0,NA
"E2","V2B",29107,"80-120 cm",0,0,NA
"E2","V2B",29107,"120-160 cm",0,0,NA
"E2","V2B",29107,"160-200 cm",0,0,NA
"E2","V2B",29107,">200 cm",0,0,NA
"E2","V2B",29108,"<40 cm",0,0,NA
"E2","V2B",29108,"40-80 cm",0,0,NA
"E2","V2B",29108,"80-120 cm",0,0,NA
"E2","V2B",29108,"120-160 cm",0,0,NA
"E2","V2B",29108,"160-200 cm",0,0,NA
"E2","V2B",29108,">200 cm",0,0,NA
"E2","V2B",29109,"<40 cm",0,0,NA
"E2","V2B",29109,"40-80 cm",0,0,NA
"E2","V2B",29109,"80-120 cm",0,0,NA
"E2","V2B",29109,"120-160 cm",0,0,NA
"E2","V2B",29109,"160-200 cm",0,0,NA
"E2","V2B",29109,">200 cm",0,0,NA
"E2","V2B",29110,"<40 cm",0,0,NA
"E2","V2B",29110,"40-80 cm",0,0,NA
"E2","V2B",29110,"80-120 cm",0,0,NA
"E2","V2B",29110,"120-160 cm",0,0,NA
"E2","V2B",29110,"160-200 cm",0,0,NA
"E2","V2B",29110,">200 cm",0,0,NA
"E2","V2B",30101,"<40 cm",99,125,0.792
"E2","V2B",30101,"40-80 cm",5,125,0.04
"E2","V2B",30101,"80-120 cm",2,125,0.016
